CaseID;Time;Action Taken;Step Desc.;Person;Type of assignment;Signed As Other Agent;Same agents;Model;Workflow Org;Workflow Center;
IGG.975;29/10/2018 12:11;ACCORD - AC;VERIFYING AGENT (first);AGENT23;FA;AGENT03;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;29/10/2018 17:05;ACCORD - AC;AUTHORISING OFFICER;AGENT38;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;29/10/2018 17:05;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;29/10/2018 17:05;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 14:06;ACCORD - AC;INITIATING AGENT (first);AGENT04;FA;AGENT04;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 14:06;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 15:37;ACCORD - AC;VERIFYING AGENT (first);AGENT29;FA;AGENT29;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 17:25;ACCORD - AC;AUTHORISING OFFICER;AGENT38;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 17:25;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.975;13/12/2018 17:25;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;18/12/2017 15:39;ACCORD - AC;INITIATING AGENT (first);AGENT04;FA;AGENT04;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;18/12/2017 15:39;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;19/12/2017 11:18;ACCORD - AC;VERIFYING AGENT (first);AGENT23;FA;AGENT03;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;19/12/2017 19:10;ACCORD - AC;AUTHORISING OFFICER;AGENT03;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;19/12/2017 19:10;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;19/12/2017 19:10;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 14:11;ACCORD - AC;INITIATING AGENT (first);AGENT04;FA;AGENT04;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 14:12;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 15:39;ACCORD - AC;VERIFYING AGENT (first);AGENT29;FA;AGENT29;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 17:25;ACCORD - AC;AUTHORISING OFFICER;AGENT38;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 17:25;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.978;13/12/2018 17:25;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;18/12/2017 16:26;ACCORD - AC;INITIATING AGENT (first);AGENT04;FA;AGENT04;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;18/12/2017 16:26;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;19/12/2017 11:04;ACCORD - AC;VERIFYING AGENT (first);AGENT23;FA;AGENT03;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;19/12/2017 19:09;ACCORD - AC;AUTHORISING OFFICER;AGENT03;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;19/12/2017 19:09;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;19/12/2017 19:09;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;20/08/2018 10:34;ACCORD - AC;INITIATING AGENT (first);AGENT33;FA;AGENT33;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;20/08/2018 10:34;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;21/08/2018 12:13;ACCORD - AC;VERIFYING AGENT (first);AGENT29;FA;AGENT29;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;21/08/2018 16:18;ACCORD - AC;AUTHORISING OFFICER;AGENT40;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;21/08/2018 16:18;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;21/08/2018 16:18;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;15/11/2018 13:05;ACCORD - AC;INITIATING AGENT (first);AGENT04;FA;AGENT04;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;15/11/2018 13:05;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;15/11/2018 14:27;ACCORD - AC;VERIFYING AGENT (first);AGENT29;FA;AGENT29;Yes;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;16/11/2018 14:53;ACCORD - AC;AUTHORISING OFFICER;AGENT40;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;16/11/2018 14:53;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
IGG.987;16/11/2018 14:53;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;IGGC;IGGC_DEFAULT;
JFG.1324;09/06/2017 14:16;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT34;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;09/06/2017 14:16;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 10:27;REFUS POUR CORRECTION - SC;VERIFYING AGENT (first);AGENT37;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 11:18;REFUS POUR CORRECTION - SC;INITIATING AGENT (After REFUSAL;AGENT08;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 11:18;REFUS POUR CORRECTION - SC;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 11:18;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 11:29;ACCORD - AC;INITIATING AGENT (first);AGENT08;FA;AGENT34;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 11:29;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 14:28;ACCORD - AC;VERIFYING AGENT (first);AGENT37;FA;AGENT37;Yes;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 16:45;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 16:45;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1324;12/06/2017 16:45;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 15:46;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT48;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 15:46;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 15:47;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 17:27;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 17:27;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;04/10/2017 17:27;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;13/06/2018 17:46;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT34;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;13/06/2018 17:46;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;18/06/2018 14:45;ACCORD - AC;VERIFYING AGENT (first);AGENT26;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;18/06/2018 17:28;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;18/06/2018 17:28;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1340;18/06/2018 17:28;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 13:58;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT32;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 13:58;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:07;REFUS POUR CORRECTION - SC;VERIFYING AGENT (first);AGENT25;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:22;REFUS POUR CORRECTION - SC;INITIATING AGENT (After REFUSAL;AGENT31;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:22;REFUS POUR CORRECTION - SC;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:22;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:25;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT32;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;15/12/2017 16:25;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;19/12/2017 09:59;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;19/12/2017 10:35;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;19/12/2017 10:35;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;19/12/2017 10:35;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;23/01/2018 12:07;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT32;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;23/01/2018 12:07;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;26/01/2018 13:25;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;30/01/2018 14:32;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;30/01/2018 14:32;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;30/01/2018 14:32;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 11:47;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT31;Yes;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 11:47;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 13:21;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 15:41;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 15:42;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1353;21/12/2018 15:42;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;19/12/2017 15:33;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;19/12/2017 15:34;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;20/12/2017 09:53;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;20/12/2017 10:26;ACCORD - AC;AUTHORISING OFFICER;AGENT27;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;20/12/2017 10:26;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;20/12/2017 10:26;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;11/01/2018 18:25;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;11/01/2018 18:25;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;15/01/2018 14:01;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;15/01/2018 17:00;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;15/01/2018 17:00;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;15/01/2018 17:00;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;19/06/2018 15:12;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;19/06/2018 15:12;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;21/06/2018 15:28;ACCORD - AC;VERIFYING AGENT (first);AGENT26;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;22/06/2018 11:26;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;22/06/2018 11:26;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;22/06/2018 11:26;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;26/10/2018 15:48;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;26/10/2018 15:48;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;29/10/2018 09:51;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;29/10/2018 09:56;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;29/10/2018 09:56;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1357;29/10/2018 09:56;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;20/12/2017 13:26;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;20/12/2017 13:27;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;20/12/2017 18:28;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;21/12/2017 10:13;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;21/12/2017 10:13;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;21/12/2017 10:13;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;20/03/2018 11:40;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;20/03/2018 11:40;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;23/03/2018 13:12;ACCORD - AC;VERIFYING AGENT (first);AGENT28;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;23/03/2018 16:47;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;23/03/2018 16:47;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;23/03/2018 16:47;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;27/06/2018 12:02;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT31;Yes;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;27/06/2018 12:02;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;28/06/2018 12:27;ACCORD - AC;VERIFYING AGENT (first);AGENT26;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;29/06/2018 14:23;ACCORD - AC;AUTHORISING OFFICER;AGENT27;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;29/06/2018 14:24;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1361;29/06/2018 14:24;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;20/12/2017 13:27;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;20/12/2017 13:27;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;20/12/2017 18:28;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;21/12/2017 10:14;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;21/12/2017 10:14;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;21/12/2017 10:14;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;20/03/2018 11:40;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT35;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;20/03/2018 11:40;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;23/03/2018 13:14;ACCORD - AC;VERIFYING AGENT (first);AGENT28;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;23/03/2018 16:47;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;23/03/2018 16:47;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;23/03/2018 16:47;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;27/06/2018 12:03;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT31;Yes;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;27/06/2018 12:03;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;28/06/2018 12:22;ACCORD - AC;VERIFYING AGENT (first);AGENT26;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;29/06/2018 14:25;ACCORD - AC;AUTHORISING OFFICER;AGENT27;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;29/06/2018 14:25;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1362;29/06/2018 14:25;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 14:37;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT34;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 14:37;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 17:04;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 18:11;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 18:11;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;22/12/2017 18:11;TECHNICAL ACCEPTANCE - TA;SAP R/3 - ACCOUNTANT;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;02/03/2018 09:46;ACCORD - AC;INITIATING AGENT (first);AGENT31;FA;AGENT34;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;02/03/2018 09:46;TECHNICAL ACCEPTANCE - TA;SAP R/3;SAPR3;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;09/03/2018 17:00;ACCORD - AC;VERIFYING AGENT (first);AGENT25;FA;AGENT27;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;14/03/2018 13:01;ACCORD - AC;AUTHORISING OFFICER;AGENT46;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
JFG.1373;14/03/2018 13:01;ACCEPT UNATTENDED-AUTOMATIC - AU;SAP R/3 - ACCOUNTANT;WF-BATCH;;;No;*** Standard WF ***;JFGC;JFGC_DEFAULT;
